Experiment,V,Cr,Mg,Fe,Co,Ni,Cu,S,Se,P,blank,Volt,Time,Overpotential V at 2.0 mA/cm2_Ar,Overpotential V at 10.0 mA/cm2_Ar,Overpotential V at 20.0 mA/cm2_Ar,Overpotential V at 30.0 mA/cm2_Ar,Overpotential V at 40.0 mA/cm2_Ar,Overpotential @ 50 mA_Ar,Tafel Slope (mV dec-1)_Ar,Exchange Current Density (mA cm-2)_Ar,Cdl mF cm-2_Ar
exp160,5,5,0,10,5,5,5,0,5,15,15,-1.3,60,-0.3887,-0.4567,-0.5017,-0.5437,-0.5757,-0.6077,146.1285967,0.004961478,1.446684318
exp161,0,20,5,0,5,5,0,25,0,0,10,-1.2,150,-0.2447,-0.3167,-0.3527,-0.3797,-0.4017,-0.4207,118.0791947,0.016242133,4.372880766
exp162,0,5,0,35,0,10,0,0,15,5,0,-1.4,150,0.0043,-0.3397,-0.3917,-0.4277,-0.4597,-0.4817,151.3020402,0.034750301,8.518124583
exp163,0,5,10,0,0,0,25,5,20,5,0,-1.4,120,-0.5737,-0.6387,-0.6737,-0.6977,-0.7147,-0.7297,143.309509,0.000703388,0.175819778
exp164,10,0,5,0,0,0,10,25,5,0,15,-1.1,150,-0.4437,-0.5367,-0.5837,-0.6167,-0.6427,-0.6647,172.6692777,0.010699667,3.130032881
exp165,15,10,15,0,10,0,0,0,0,20,0,-1.3,90,-0.3437,-0.4287,-0.4727,-0.5017,-0.5237,-0.5417,138.4088464,0.009616213,0.237956186
exp166,0,5,25,0,0,0,0,0,5,25,10,-1.1,90,-0.6157,-0.6947,-0.7387,-0.7707,-0.7957,-0.8177,174.1719297,0.001377825,0.145349817
exp167,5,0,10,5,0,0,0,5,0,45,0,-1.5,120,-0.4857,-0.5817,-0.6287,-0.6577,-0.6817,-0.7017,161.2158996,0.003960878,0.24194144
exp168,0,5,0,25,5,0,0,10,0,15,10,-1.1,150,-0.2457,-0.3127,-0.3487,-0.3767,-0.4017,-0.4247,118.5183541,0.011726778,2.963446082
exp169,0,0,0,0,0,30,15,0,5,20,0,-1.3,150,-0.1687,-0.2317,-0.2647,-0.2897,-0.3087,-0.3247,107.6166797,0.062155137,7.246006868
exp170,10,0,5,5,5,0,10,0,0,20,15,-1.3,120,-0.2647,-0.3327,-0.3597,-0.3767,-0.3917,-0.4047,91.62071365,0.002194905,10.81498926
exp171,0,5,5,10,5,10,0,10,0,15,10,-1.2,120,-0.2477,-0.3147,-0.3477,-0.3727,-0.3947,-0.4157,118.295968,0.014166213,8.26820229
exp172,5,10,0,5,5,25,0,0,20,0,0,-1.2,150,-0.4827,-0.6427,-0.7407,-0.7907,-0.8227,-0.8477,251.8384962,0.027296293,0.144116807
exp173,0,10,10,0,0,5,10,10,0,15,10,-1.1,150,-0.3237,-0.4307,-0.4777,-0.5067,-0.5277,-0.5447,143.8479731,0.011334534,4.414037245
exp174,0,0,20,5,5,0,0,25,0,0,15,-1.2,150,-0.3307,-0.4137,-0.4587,-0.4937,-0.5247,-0.5517,136.6866278,0.005020617,4.674827993
exp175,5,5,0,20,0,5,0,10,25,0,0,-1.3,120,-0.5607,-0.6807,-0.7207,-0.7447,-0.7637,-0.7787,169.3751794,0.001682352,0.137956687
exp176,10,0,0,25,0,0,0,15,0,15,5,-1.4,90,-0.6957,-0.7557,-0.7827,-0.7997,-0.8137,-0.8257,140.7598191,0.000145823,0.106807122
exp177,25,5,0,0,0,0,5,25,0,0,10,-1.1,90,-0.6677,-0.7657,-0.8147,-0.8447,-0.8667,-0.8837,163.6482331,0.000261599,0.403624585
exp178,10,5,0,15,5,0,10,15,5,5,0,-1.5,60,-0.4377,-0.5317,-0.5737,-0.5997,-0.6187,-0.6347,142.5447263,0.002228893,2.635376475
exp179,10,0,15,10,5,10,0,0,5,15,0,-1.1,60,-0.6557,-0.7107,-0.7387,-0.7587,-0.7747,-0.7887,117.0147828,1.71E-05,0.149062275
exp180,0,15,0,5,0,10,0,15,0,20,5,-1.1,150,,,,,,,,,
exp181,0,0,5,10,25,5,5,5,10,5,0,-1.2,150,-0.2267,-0.3257,-0.3697,-0.3987,-0.4217,-0.4417,118.2514389,0.013992742,13.41152823
exp182,10,0,0,5,35,0,0,0,15,5,0,-1.5,90,-0.4547,-0.5457,-0.6097,-0.6657,-0.6967,-0.7187,146.9224121,0.001158368,1.617931029
exp183,20,0,10,5,0,5,0,20,0,0,10,-1.2,60,-0.6757,-0.7277,-0.7537,-0.7717,-0.7867,-0.7997,113.0872127,1.02E-05,0.143004311
exp184,0,5,5,5,15,10,0,15,5,5,5,-1.4,90,-0.2237,-0.3107,-0.3547,-0.3857,-0.4087,-0.4287,133.6079564,0.032157115,12.2410443
exp185,0,0,0,0,20,10,0,0,20,15,5,-1.4,60,-0.5607,-0.6697,-0.7047,-0.7237,-0.7387,-0.7517,126.7139645,0.000136411,0.147772016
exp186,0,5,0,10,10,0,10,15,5,5,10,-1.1,60,-0.4817,-0.6077,-0.6407,-0.6597,-0.6737,-0.6867,121.9545959,0.000151567,0.502935582
exp187,0,30,5,0,10,0,0,0,10,10,5,-1.2,90,-0.6527,-0.6917,-0.7117,-0.7247,-0.7367,-0.7467,91.13229807,7.83E-07,0.148978784
exp188,5,0,10,0,10,15,5,0,5,20,0,-1.3,90,-0.2657,-0.3277,-0.3577,-0.3787,-0.3967,-0.4127,99.9248098,0.004466178,10.63253129
exp189,20,0,10,0,5,0,10,15,10,0,0,-1.2,60,-0.6427,-0.6967,-0.7267,-0.7467,-0.7647,-0.7797,124.4483335,5.38E-05,0.152036411
exp190,0,0,10,5,10,10,5,10,5,5,10,-1.2,150,-0.1867,-0.2827,-0.3217,-0.3467,-0.3677,-0.3847,107.3921658,0.017920757,14.75274625
exp191,20,0,0,0,20,5,0,0,25,0,0,-1.5,90,-0.6537,-0.6977,-0.7177,-0.7317,-0.7427,-0.7517,105.279955,1.43E-05,0.139762065
exp192,0,10,0,0,0,5,10,0,0,20,25,-1.3,60,-0.4757,-0.5627,-0.6097,-0.6407,-0.6657,-0.6867,172.4928513,0.007922243,0.802676483
exp193,20,5,0,0,0,10,0,20,0,5,10,-1.4,120,-0.6967,-0.7537,-0.7817,-0.8007,-0.8157,-0.8287,127.536268,2.89E-05,0.14545212
exp194,0,15,0,5,10,0,5,0,15,15,5,-1.2,120,-0.6357,-0.7007,-0.7307,-0.7497,-0.7647,-0.7777,137.2841147,0.000196667,0.142375469
exp195,0,15,0,0,0,0,10,10,30,5,0,-1.2,150,-0.6537,-0.7417,-0.7687,-0.7837,-0.7957,-0.8067,127.2363866,6.40E-05,0.524075013
exp196,0,10,15,0,20,5,0,15,0,5,0,-1.4,150,-0.1907,-0.2757,-0.3087,-0.3307,-0.3487,-0.3637,91.13068855,0.006503463,17.77403562
exp197,5,10,5,10,0,10,0,5,5,10,10,-1.1,150,-0.6607,-0.7467,-0.7757,-0.7937,-0.8067,-0.8187,124.3290935,2.85E-05,0.19974142
exp198,5,0,0,15,0,10,10,15,10,0,5,-1.1,60,-0.3487,-0.4847,-0.5517,-0.5887,-0.6137,-0.6327,161.8715115,0.006428287,4.489218322
exp199,5,5,0,15,0,0,5,10,5,20,5,-1.1,60,-0.6627,-0.7307,-0.7607,-0.7807,-0.7957,-0.8097,131.1168475,5.54E-05,0.251252853
exp200,15,0,5,0,0,10,0,25,5,10,0,-1.3,120,-0.7337,-0.7937,-0.8227,-0.8417,-0.8567,-0.8707,123.8608137,7.53E-06,0.142303454
exp201,5,20,0,0,5,0,20,15,0,5,0,-1.4,90,-0.3727,-0.4787,-0.5217,-0.5447,-0.5617,-0.5747,127.9353107,0.002361147,3.657691712
exp202,5,0,0,5,5,10,0,5,25,15,0,-1.2,150,-0.5947,-0.7057,-0.7427,-0.7627,-0.7767,-0.7887,145.2068924,0.000426131,0.231728599
exp203,0,0,0,10,0,20,15,10,10,0,5,-1.2,90,-0.2837,-0.3987,-0.4637,-0.5027,-0.5307,-0.5527,174.5325199,0.032681885,8.566271246
exp204,5,5,5,0,15,0,0,0,35,5,0,-1.2,120,-0.5887,-0.7117,-0.7437,-0.7597,-0.7717,-0.7817,135.2272804,0.000148419,0.214076194
exp205,0,5,0,15,0,0,5,0,0,45,0,-1.3,90,-0.6937,-0.7697,-0.8027,-0.8247,-0.8407,-0.8557,150.55598,0.000138147,0.174228935
exp206,10,0,0,10,0,0,15,25,5,5,0,-1.4,60,-0.5567,-0.6357,-0.6707,-0.6947,-0.7147,-0.7307,135.0504442,0.000280199,0.90434139
exp207,10,5,15,5,5,5,5,5,0,15,0,-1.4,150,-0.1397,-0.2507,-0.2887,-0.3147,-0.3367,-0.3567,294.5428769,1.785310767,22.89349123
exp208,15,0,5,10,10,10,0,5,10,5,0,-1.5,60,-0.4037,-0.5187,-0.5857,-0.6297,-0.6577,-0.6797,195.5758545,0.02287961,0.272129435
exp209,0,10,0,20,0,0,10,20,0,0,10,-1.5,120,-0.0817,-0.2607,-0.3607,-0.3947,-0.4177,-0.4387,111.2783782,0.22700063,31.59411131
exp210,0,10,0,10,5,0,20,10,5,10,0,-1.1,60,-0.3327,-0.4607,-0.5037,-0.5277,-0.5437,-0.5567,130.1331907,0.003509751,4.747854676
exp211,0,30,0,10,0,0,0,0,20,5,5,-1.2,90,-0.6107,-0.6787,-0.7047,-0.7217,-0.7357,-0.7477,123.7166593,7.73E-05,0.259755671
exp212,0,25,0,0,10,0,0,0,10,25,0,-1.5,150,-0.2267,-0.3177,-0.3677,-0.4027,-0.4317,-0.4557,151.8342196,0.061616591,4.08491879
exp213,0,5,0,0,25,5,10,15,10,0,0,-1.3,60,-0.2687,-0.3947,-0.4697,-0.5147,-0.5477,-0.5747,198.7801006,0.081683327,3.265565841
exp214,0,0,0,0,0,10,15,30,0,0,15,-1.1,150,,,,,,,,,
exp215,5,0,10,0,0,10,0,5,15,0,25,-1.3,60,-0.6387,-0.7677,-0.8157,-0.8447,-0.8667,-0.8857,191.1977278,0.001543894,0.155833713
exp216,5,0,10,5,0,5,15,15,10,0,5,-1.5,60,-0.3837,-0.4947,-0.5627,-0.5987,-0.6227,-0.6417,175.7379507,0.01054611,1.791661609
exp217,10,15,0,5,0,5,0,20,5,0,10,-1.3,60,,,,,,,,,
exp218,0,5,0,5,0,5,15,10,20,0,10,-1.2,90,-0.4997,-0.6117,-0.6557,-0.6817,-0.7037,-0.7207,170.5231211,0.003477812,0.811104455
exp219,5,0,10,5,10,0,0,0,20,10,10,-1.1,150,,,,,,,,,
exp220,10,5,0,0,0,5,5,5,10,30,0,-1.5,150,-0.5427,-0.6457,-0.6927,-0.7237,-0.7467,-0.7667,169.7325686,0.00196663,0.272904736
exp221,0,5,5,0,10,0,0,5,30,5,10,-1.5,150,-0.6607,-0.7077,-0.7317,-0.7487,-0.7647,-0.7817,118.971556,3.53E-05,0.140617095
exp222,10,10,5,15,0,5,0,20,0,0,5,-1.2,90,-0.5987,-0.7317,-0.7747,-0.7997,-0.8187,-0.8347,165.9942268,0.000630141,0.141206002
exp223,15,0,0,5,20,0,5,20,5,0,0,-1.3,60,-0.4057,-0.4687,-0.4967,-0.5167,-0.5347,-0.5497,100.1051883,0.000173168,2.496086777
exp224,5,10,5,0,10,0,0,15,0,15,10,-1.1,60,-0.3967,-0.4727,-0.5147,-0.5397,-0.5577,-0.5717,113.2858876,0.000481048,1.022332128
exp225,10,10,0,0,10,0,10,10,15,5,0,-1.3,90,,,,,,,,,
exp226,0,0,0,5,0,10,15,15,5,0,20,-1.4,120,-0.2717,-0.3377,-0.6217,-0.4227,-0.4557,-0.4867,135.9988151,0.008669311,6.772500075
exp227,0,5,0,5,15,5,5,20,0,15,0,-1.2,60,,,,,,,,,
exp228,0,0,5,0,20,0,0,25,10,10,0,-1.3,90,,,,,,,,,
exp229,10,10,0,0,5,0,10,5,5,20,5,-1.5,90,,,,,,,,,
exp230,15,0,10,0,20,0,0,20,5,0,0,-1.1,90,-0.4767,-0.5637,-0.5947,-0.6137,-0.6267,-0.6407,92.32030483,7.24E-06,0.414797594
exp231,0,0,15,15,0,0,0,0,10,15,15,-1.4,120,,,,,,,,,
exp232,25,5,5,0,0,0,0,25,10,0,0,-1.3,120,-0.7957,-0.8397,-0.8657,-0.8847,-0.9007,-0.9147,122.5804347,2.68E-06,0.138864947
exp233,5,15,0,0,10,0,15,0,10,10,5,-1.3,60,-0.5127,-0.6017,-0.6487,-0.6797,-0.7047,-0.7247,178.9565908,0.006219804,0.722569434
exp234,0,15,5,0,0,0,10,5,30,5,0,-1.4,150,-0.7257,-0.7717,-0.7977,-0.8157,-0.8307,-0.8447,121.6325211,9.81E-06,0.149824266
exp235,0,5,0,0,5,10,5,5,40,0,0,-1.5,90,-0.6497,-0.7447,-0.7767,-0.7967,-0.8127,-0.8267,150.4878068,0.000217083,0.217726972
exp236,0,0,0,15,5,0,15,10,5,15,5,-1.4,90,,,,,,,,,
exp237,0,0,0,10,0,10,25,5,5,10,5,-1.1,150,-0.4617,-0.5407,-0.5887,-0.6257,-0.6547,-0.6807,130.7199898,0.00040843,1.094759098
exp238,0,15,0,15,5,0,5,5,5,10,10,-1.5,150,-0.4367,-0.5227,-0.5737,-0.6097,-0.6347,-0.6537,136.5684083,0.001128149,1.410262171
exp239,5,5,20,10,0,5,5,15,5,0,0,-1.1,90,-0.4387,-0.5417,-0.5907,-0.6187,-0.6377,-0.6537,132.339813,0.000653246,1.604906968
exp240,5,10,5,10,0,0,5,25,0,0,10,-1.4,150,-0.4997,-0.5947,-0.6527,-0.6927,-0.7207,-0.7437,175.1897084,0.003848535,4.405043678
exp241,0,15,0,5,0,0,15,5,5,10,15,-1.3,90,-0.6357,-0.7227,-0.7607,-0.7797,-0.7947,-0.8097,122.3693181,1.54E-05,0.193124157
exp242,0,10,5,5,0,0,15,25,5,5,0,-1.4,150,-0.5667,-0.6317,-0.6667,-0.6907,-0.7097,-0.7257,114.0199075,2.94E-05,1.063719238
exp243,10,0,0,0,5,5,0,10,5,10,25,-1.4,120,-0.3877,-0.4637,-0.5117,-0.5437,-0.5657,-0.5837,123.4928927,0.001101676,0.81546654
exp244,10,5,0,5,0,0,5,5,0,30,10,-1.5,150,-0.6767,-0.7417,-0.7697,-0.7877,-0.8017,-0.8137,118.2520968,1.06E-05,0.180367254
exp245,20,0,5,0,15,10,0,20,0,0,0,-1.1,120,-0.3577,-0.4617,-0.5167,-0.5487,-0.5697,-0.5857,138.3431387,0.003357507,1.581557106
exp246,5,0,5,0,0,10,5,0,25,5,15,-1.4,60,-0.7127,-0.7847,-0.8207,-0.8457,-0.8657,-0.8837,154.7944044,0.000110263,0.170816192
exp247,5,0,5,0,10,0,0,10,15,0,25,-1.1,60,-0.6997,-0.7407,-0.7607,-0.7767,-0.7897,-0.8017,119.5205834,1.93E-05,0.179287248
exp248,0,5,0,0,0,30,0,0,20,10,5,-1.3,90,,,,,,,,,
exp249,0,0,5,0,10,0,5,25,15,5,5,-1.5,60,-0.6227,-0.6847,-0.7147,-0.7337,-0.7497,-0.7637,128.037909,9.27E-05,0.194025706
exp250,0,35,0,0,0,0,0,10,15,0,10,-1.3,150,,,,,,,,,
exp251,5,5,0,20,5,5,5,15,0,5,5,-1.4,90,,,,,,,,,
exp252,5,0,0,0,0,10,35,10,5,5,0,-1.2,90,-0.4387,-0.5217,-0.5647,-0.5927,-0.6177,-0.6407,135.9969881,0.001091283,1.656660028
exp253,10,5,0,5,0,20,10,5,10,5,0,-1.2,120,-0.5927,-0.6837,-0.7257,-0.7527,-0.7717,-0.7857,163.675692,0.000915895,0.344908026
exp254,5,0,0,10,0,15,0,0,0,25,15,-1.1,90,-0.5987,-0.6857,-0.7217,-0.7437,-0.7607,-0.7757,149.8450232,0.000443793,0.277174018
exp255,0,5,10,0,25,0,0,0,10,10,10,-1.2,60,-0.6037,-0.6637,-0.6887,-0.7047,-0.7167,-0.7277,107.6466552,2.52E-05,0.192726559
exp256,0,10,0,0,5,5,15,15,5,0,15,-1.5,60,-0.4107,-0.4997,-0.5577,-0.5907,-0.6197,-0.6407,128.2011939,0.000753434,0.299153926
exp257,5,0,5,10,10,0,5,10,10,0,15,-1.3,150,,,,,,,,,
exp258,0,20,0,0,0,0,0,0,15,30,5,-1.4,60,-0.6677,-0.7257,-0.8177,-0.8217,-0.7867,-0.7977,114.383446,9.99E-06,0.117834703
exp259,20,5,5,10,5,0,0,5,20,0,0,-1.3,120,-0.6887,-0.7437,-0.7687,-0.7857,-0.7997,-0.8117,121.3026994,1.83E-05,0.152356314
exp260,5,25,15,5,0,0,0,15,0,5,0,-1.2,150,-0.7397,-0.7887,-0.8127,-0.8297,-0.8437,-0.8567,112.3025121,1.85E-06,0.169822982
exp261,0,0,0,10,5,5,5,5,0,15,25,-1.3,60,-0.3647,-0.4397,-0.4817,-0.5117,-0.5367,-0.5567,116.7960786,0.000848883,3.07977559
exp262,5,5,10,0,10,0,0,20,10,5,5,-1.2,60,-0.7147,-0.7557,-0.7767,-0.7917,-0.8047,-0.8157,112.5952999,6.56E-06,0.167555347
exp263,0,5,10,20,0,5,5,0,15,5,5,-1.2,90,-0.6577,-0.7277,-0.7647,-0.7867,-0.8037,-0.8187,165.257273,0.000716391,0.124469058
exp264,0,10,15,0,15,0,5,5,10,5,5,-1.4,120,,,,,,,,,
exp265,0,0,0,0,0,15,5,5,5,10,30,-1.1,120,-0.3607,-0.4367,-0.4777,-0.5097,-0.5357,-0.5577,145.7057069,0.007189271,0.78994111
exp266,0,5,0,0,5,10,0,10,15,25,0,-1.2,90,-0.5517,-0.6847,-0.7257,-0.7467,-0.7597,-0.7677,147.1796985,0.000537083,0.355311837
exp267,5,5,5,20,0,0,0,15,10,5,5,-1.5,60,-0.7517,-0.8027,-0.8217,-0.8367,-0.8507,-0.8557,80.23710767,2.68E-09,0.089518271
exp268,0,0,0,0,5,15,10,5,10,10,15,-1.4,120,,,,,,,,,
exp269,10,15,0,10,0,0,10,5,0,20,0,-1.3,120,,,,,,,,,
exp270,0,10,0,5,10,5,15,0,25,0,0,-1.3,120,-0.9317,-0.6727,-0.7047,-0.7257,-0.7407,-0.9527,152.0113226,0.00064451,0.011839926
exp271,10,0,0,10,5,15,0,0,15,10,5,-1.5,60,-0.4417,-0.5377,-0.6077,-0.6607,-0.6967,-0.7267,158.6431444,0.002605936,0.519788998
exp272,0,20,20,0,0,10,0,0,5,15,0,-1.5,60,-0.6897,-0.7507,-0.7777,-0.7937,-0.8077,-0.8187,120.0454341,1.63E-05,0.179629208
exp273,5,0,10,5,10,0,5,10,10,0,15,-1.5,120,-0.4067,-0.4957,-0.5577,-0.6087,-0.6427,-0.6827,157.2725227,0.002953956,3.796169095
exp274,5,5,5,0,5,0,15,15,0,5,15,-1.1,150,,,,,,,,,
exp275,0,5,0,0,15,10,10,20,0,0,10,-1.3,90,-0.2227,-0.2907,-0.3247,-0.3477,-0.3647,-0.3797,98.41821233,0.007937354,13.2205262
exp276,25,0,0,0,10,0,0,15,10,10,0,-1.3,60,-0.6487,-0.6997,-0.7237,-0.7397,-0.7517,-0.7617,108.1033858,1.37E-05,0.167396743
exp277,15,0,0,0,0,5,0,5,20,0,25,-1.3,150,-0.6687,-0.7757,-0.8147,-0.8367,-0.8537,-0.8707,154.9077543,0.000176927,0.166087586
exp278,10,0,0,15,5,10,5,10,10,5,0,-1.5,120,-0.3207,-0.4007,-0.4347,-0.4617,-0.4897,-0.5177,126.7583282,0.002891497,12.94563319
exp279,5,0,0,5,25,0,10,5,5,10,5,-1.2,120,-0.4137,-0.4937,-0.5357,-0.5947,-0.5847,-0.6037,128.6573209,0.000945841,0.96490193
exp280,0,0,5,0,10,0,5,25,5,10,10,-1.4,60,-0.6657,-0.7177,-0.7427,-0.7587,-0.7697,-0.7797,111.3927121,1.13E-05,0.189295389
exp281,5,0,5,10,0,25,0,0,15,5,5,-1.4,120,-0.4517,-0.5557,-0.6277,-0.6797,-0.7097,-0.7417,157.9568362,0.001526882,0.49757903
exp282,0,10,5,5,10,10,0,30,0,0,0,-1.1,120,-0.4957,-0.5977,-0.6517,-0.6867,-0.7167,-0.7407,158.0172611,0.001680962,0.393363104
exp283,0,5,20,0,0,15,10,15,0,5,0,-1.4,90,-0.2797,-0.3497,-0.3907,-0.4217,-0.4467,-0.4687,122.0196817,0.008462874,2.941617118
exp284,5,0,5,0,10,5,10,5,15,0,15,-1.3,90,-0.4687,-0.6087,-0.6637,-0.6987,-0.7257,-0.7447,204.271493,0.011536656,0.606794194
exp285,5,0,0,0,15,0,10,0,5,15,20,-1.1,60,-0.2697,-0.3257,-0.3467,-0.3617,-0.3747,-0.3857,76.41136161,0.000625186,16.5174659
exp286,0,10,5,5,0,15,0,5,15,0,15,-1.4,150,-0.4227,-0.5187,-0.5887,-0.6397,-0.6827,-0.7177,185.8369915,0.011891355,0.295213264
exp287,0,5,20,10,10,0,0,5,5,10,5,-1.2,60,-0.4577,-0.5427,-0.6027,-0.6447,-0.6757,-0.7007,162.2494171,0.00369967,0.861052047
exp288,5,0,10,0,0,0,10,15,25,0,5,-1.3,90,-0.6757,-0.7587,-0.8007,-0.8187,-0.8347,-0.8517,167.2829646,0.000359492,0.227485418
exp289,0,5,0,25,5,0,0,0,10,15,10,-1.2,120,-0.3187,-0.3997,-0.4437,-0.4797,-0.5107,-0.5397,153.620544,0.013122683,6.685520315
exp290,5,5,0,5,10,0,0,0,20,5,20,-1.3,150,-0.5947,-0.6567,-0.6837,-0.7007,-0.7137,-0.7247,108.6577705,2.44E-05,0.248443306
exp291,10,5,0,10,0,0,0,25,10,5,5,-1.2,60,-0.7187,-0.7647,-0.7857,-0.7997,-0.8117,-0.8217,119.1496672,1.02E-05,0.186450214
exp292,0,0,0,10,5,5,10,10,10,20,0,-1.1,150,-0.4477,-0.5807,-0.6297,-0.6557,-0.6767,-0.6917,130.7614196,0.000377499,0.597493393
exp293,15,5,0,0,0,0,5,10,5,30,0,-1.2,120,-0.6367,-0.7077,-0.7387,-0.7577,-0.7737,-0.7847,162.8204232,0.000600498,0.091533593
exp294,10,0,10,15,0,0,10,0,0,25,0,-1.3,120,-0.6347,-0.7357,-0.7757,-0.7987,-0.8167,-0.8307,144.477078,0.000114206,0.19441935
exp295,10,0,0,5,5,0,5,15,15,5,10,-1.1,120,-0.6407,-0.7067,-0.7357,-0.7537,-0.7677,-0.7777,122.9907095,3.49E-05,0.215734648
exp296,10,0,5,5,5,0,10,10,0,15,10,-1.2,60,-0.3137,-0.5167,-0.5517,-0.5687,-0.5787,,432.824445,1.006807941,-113.7005018
exp297,0,0,0,5,20,0,5,0,40,0,0,-1.2,120,,,,,,,,,
exp298,5,0,10,5,0,0,0,0,25,0,25,-1.1,60,-0.7067,-0.7577,-0.7797,-0.7947,-0.8067,-0.8177,120.4559052,1.51E-05,0.20374003
exp299,5,0,5,0,5,10,5,15,5,0,20,-1.5,90,-0.1987,-0.2707,-0.3067,-0.3317,-0.3507,-0.3667,104.4682113,0.016849095,12.77095337
exp300,0,5,0,10,10,0,20,5,10,10,0,-1.5,90,,,,,,,,,
exp301,5,25,0,0,0,0,0,15,5,15,5,-1.2,150,,,,,,,,,
exp302,0,0,5,5,15,0,15,0,15,10,5,-1.2,150,-0.5237,-0.6107,-0.6527,-0.6787,-0.6997,-0.7157,140.6150495,0.00068926,0.459092725
exp303,0,5,0,0,5,15,20,20,0,0,5,-1.1,90,-0.3187,-0.4107,-0.4737,-0.5187,-0.5447,-0.5687,150.6186566,0.00934971,3.605407165
exp304,0,5,0,20,5,20,0,0,15,5,0,-1.3,60,-0.4627,-0.5847,-0.6497,-0.6867,-0.7157,-0.7367,157.8255239,0.001592723,0.918224975
exp305,5,0,20,0,15,0,10,15,0,5,0,-1.2,120,-0.3247,-0.4177,-0.4727,-0.5087,-0.5357,-0.5547,146.5427525,0.00765578,3.344454827
exp306,5,10,15,5,0,5,5,5,15,0,5,-1.3,150,,,,,,,,,
exp307,5,10,5,5,15,10,0,0,20,0,0,-1.5,90,,,,,,,,,
exp308,0,0,5,0,0,10,25,0,5,15,10,-1.3,150,,,,,,,,,
exp309,0,0,0,10,10,10,5,10,5,15,5,-1.2,90,,,,,,,,,
exp310,0,0,0,15,5,15,0,0,10,15,10,-1.1,120,,,,,,,,,
exp311,0,0,0,25,5,0,5,5,0,25,5,-1.2,60,-0.4417,-0.5307,-0.5767,-0.6067,-0.6457,-0.6507,130.7050502,0.000732062,0.773235803
exp312,0,5,15,20,5,5,0,0,10,10,0,-1.1,90,,,,,,,,,
exp313,5,5,10,0,10,0,5,25,10,0,0,-1.4,90,,,,,,,,,
exp314,5,25,0,0,0,5,0,25,0,10,0,-1.4,90,,,,,,,,,
exp315,0,35,0,0,0,0,0,15,5,15,0,-1.3,60,,,,,,,,,
exp316,5,20,0,10,5,10,0,20,0,0,0,-1.5,90,,,,,,,,,
exp317,0,5,0,10,5,10,10,0,5,25,0,-1.5,60,-0.5247,-0.6607,-0.7177,-0.7497,-0.7747,-0.7947,182.4731234,0.003262017,0.164756871
exp318,0,15,15,0,0,0,10,0,10,10,10,-1.4,120,-0.7107,-0.7967,-0.8337,-0.8597,-0.8777,-0.8947,157.9156331,0.000124501,0.086675369
exp319,5,0,5,5,0,10,0,5,25,15,0,-1.5,60,-0.7267,-0.7947,-0.8247,-0.8437,-0.8597,-0.8737,134.7103425,2.40E-05,0.068758849
exp320,0,5,15,0,20,0,5,5,10,5,5,-1.3,120,-0.2717,-0.3447,-0.3847,-0.4157,-0.4397,-0.4617,123.6176291,0.010966514,8.87024627
exp321,10,0,15,10,0,10,0,10,15,0,0,-1.3,120,-0.7287,-0.7877,-0.8137,-0.8317,-0.8467,-0.8607,130.9647435,2.15E-05,0.10784186
exp322,0,10,5,5,0,5,20,10,0,15,0,-1.5,150,-0.3207,-0.4107,-0.4667,-0.5047,-0.5337,-0.5577,163.1985063,0.022647575,3.557502662
exp323,10,5,0,20,5,5,0,5,5,15,0,-1.4,150,-0.0507,-0.3107,-0.3687,-0.3987,-0.4237,-0.4437,236.8022977,1.653253302,38.44472577
exp324,0,15,20,0,10,0,5,10,5,5,0,-1.5,90,-0.3547,-0.4567,-0.5117,-0.5427,-0.5647,-0.5837,149.5097519,0.007685341,1.919826261
exp325,0,0,10,0,0,0,20,40,0,0,0,-1.4,90,-0.5307,-0.5887,-0.6207,-0.6457,-0.6657,-0.6857,96.07332482,5.50E-06,2.792605744
exp326,10,5,15,5,0,0,15,10,5,5,0,-1.4,60,-0.6397,-0.7327,-0.7707,-0.7937,-0.8107,-0.8257,139.4861173,8.02E-05,0.290281867
exp327,0,0,0,15,10,10,0,20,5,5,5,-1.2,60,-0.4147,-0.5367,-0.5917,-0.6247,-0.6497,-0.6747,143.0709554,0.001236412,0.270873023
exp328,0,5,5,5,5,10,0,25,0,15,0,-1.2,120,-0.3397,-0.4227,-0.4767,-0.5197,-0.5547,-0.5847,148.0706282,0.006811005,5.506899599
exp329,0,0,5,10,0,10,15,20,5,0,5,-1.5,60,-0.2517,-0.3347,-0.3867,-0.4237,-0.4537,-0.4787,158.3710132,0.053663817,6.456263568
exp330,5,15,25,0,5,0,0,0,10,10,0,-1.5,120,-0.5937,-0.6577,-0.6877,-0.7087,-0.7247,-0.7397,126.4548686,0.000110831,0.139438485
exp331,15,20,0,10,0,0,5,15,5,0,0,-1.1,150,-0.7347,-0.7937,-0.8217,-0.8417,-0.8577,-0.8727,124.3725111,7.12E-06,0.162901772
exp332,0,5,0,5,0,25,5,10,0,15,5,-1.4,120,-0.1747,-0.2487,-0.2847,-0.3087,-0.3287,-0.3467,104.5307446,0.033824443,13.91576534
exp333,0,20,5,0,0,5,5,10,15,5,5,-1.1,150,-0.5807,-0.6887,-0.7447,-0.7847,-0.8167,-0.8437,200.3486342,0.004074004,0.128163487
